"Positionsinhaber","Emittent","ISIN","Position","Datum"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,81","2015-07-31"
"Canada Pension Plan Investment Board","Wirecard AG","DE0007472060","2,20","2015-07-31"
"Lone Pine Capital LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,33","2015-07-31"
"BlackRock Institutional Trust Company, National Association","TAG Immobilien AG","DE0008303504","0,52","2015-07-31"
"Clearance Capital LLP","TAG Immobilien AG","DE0008303504","0,96","2015-07-31"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,76","2015-07-31"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,97","2015-07-31"
"UBS O'Connor Limited","SMA Solar Technology AG","DE000A0DJ6J9","0,51","2015-07-31"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,91","2015-07-31"
"CQS (UK) LLP","alstria office REIT-AG","DE000A0LD2U1","0,93","2015-07-31"
"PSquared Asset Management AG","alstria office REIT-AG","DE000A0LD2U1","0,88","2015-07-31"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,89","2015-07-31"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,12","2015-07-31"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,68","2015-07-31"
"JPMorgan Asset Management (UK) Ltd","RIB Software AG","DE000A0Z2XN6","0,67","2015-07-31"
"Cubist Systematic Strategies, LLC","Klöckner & Co SE","DE000KC01000","0,49","2015-07-31"
"GLG Partners LP","Klöckner & Co Deutschland GmbH","DE000KC01000","0,55","2015-07-31"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","1,00","2015-07-31"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","0,95","2015-07-30"
"Marshall Wace LLP","Dürr Aktiengesellschaft","DE0005565204","0,60","2015-07-30"
"BlueCrest Capital Management Limited","Evotec AG","DE0005664809","0,91","2015-07-30"
"JPMorgan Asset Management (UK) Ltd","GRAMMER Aktiengesellschaft","DE0005895403","1,70","2015-07-30"
"BlackRock Institutional Trust Company, National Association","Bilfinger SE","DE0005909006","1,10","2015-07-30"
"Egerton Capital (UK) LLP","Bilfinger SE","DE0005909006","0,91","2015-07-30"
"Adage Capital Management L.P.","Salzgitter Aktiengesellschaft","DE0006202005","1,08","2015-07-30"
"Odey Asset Management LLP","Infineon Technologies AG","DE0006231004","0,52","2015-07-30"
"BG Master Fund Plc","VOLKSWAGEN AKTIENGESELLSCHAFT","DE0007664005","0,49","2015-07-30"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,29","2015-07-30"
"Discovery Capital Management, LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,38","2015-07-30"
"Lone Pine Capital LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,28","2015-07-30"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,45","2015-07-30"
"Clearance Capital LLP","TAG Immobilien AG","DE0008303504","0,94","2015-07-30"
"BlueCrest Capital Management Limited","Nordex SE","DE000A0D6554","0,61","2015-07-30"
"Odey Asset Management LLP","AIXTRON SE","DE000A0WMPJ6","1,40","2015-07-30"
"Highbridge Capital Management, LLC","Klöckner & Co SE","DE000KC01000","0,51","2015-07-30"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,88","2015-07-30"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,59","2015-07-30"
"Discovery Capital Management, LLC","Ensco plc","GB00B4VLR192","0,49","2015-07-30"
"Macquarie Funds Management Hong Kong Limited","Evotec AG","DE0005664809","0,79","2015-07-29"
"JPMorgan Asset Management (UK) Ltd","GRAMMER Aktiengesellschaft","DE0005895403","1,51","2015-07-29"
"BlackRock Institutional Trust Company, National Association","Bilfinger SE","DE0005909006","1,06","2015-07-29"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","1,22","2015-07-29"
"Myriad Opportunities Master Fund Limited","KUKA Aktiengesellschaft","DE0006204407","0,53","2015-07-29"
"Odey Asset Management LLP","Infineon Technologies AG","DE0006231004","0,69","2015-07-29"
"Adage Capital Management L.P.","MorphoSys AG","DE0006632003","0,64","2015-07-29"
"UBS Global Asset Management (UK) Ltd","SGL Carbon SE","DE0007235301","1,01","2015-07-29"
"JPMorgan Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,13","2015-07-29"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,71","2015-07-29"
"Oxford Asset Management","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,50","2015-07-29"
"Lone Pine Capital LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,13","2015-07-29"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,59","2015-07-29"
"BlackRock Investment Management (UK) Limited","TAG Immobilien AG","DE0008303504","0,50","2015-07-29"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,04","2015-07-29"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","1,00","2015-07-29"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,60","2015-07-29"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","1,19","2015-07-28"
"BlackRock Investment Management (UK) Limited","LEONI AG","DE0005408884","0,60","2015-07-28"
"WorldQuant, LLC","LEONI AG","DE0005408884","0,62","2015-07-28"
"WorldQuant, LLC","DMG MORI AKTIENGESELLSCHAFT","DE0005878003","0,53","2015-07-28"
"JPMorgan Asset Management (UK) Ltd","GRAMMER Aktiengesellschaft","DE0005895403","1,25","2015-07-28"
"AQR Capital Management, LLC","Salzgitter Aktiengesellschaft","DE0006202005","1,07","2015-07-28"
"Marshall Wace LLP","Salzgitter Aktiengesellschaft","DE0006202005","0,50","2015-07-28"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","3,31","2015-07-28"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,79","2015-07-28"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,78","2015-07-28"
"BlackRock Investment Management (UK) Limited","Rheinmetall Aktiengesellschaft","DE0007030009","0,60","2015-07-28"
"AQR Capital Management, LLC","STADA Arzneimittel Aktiengesellschaft","DE0007251803","0,60","2015-07-28"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,90","2015-07-28"
"Canada Pension Plan Investment Board","Wirecard AG","DE0007472060","2,11","2015-07-28"
"AQR Capital Management, LLC","ThyssenKrupp AG","DE0007500001","0,49","2015-07-28"
"BlueCrest Capital Management Limited","Nordex SE","DE000A0D6554","0,51","2015-07-28"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","1,29","2015-07-28"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,85","2015-07-28"
"PSquared Asset Management AG","alstria office REIT-AG","DE000A0LD2U1","0,74","2015-07-28"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,90","2015-07-28"
"Odey Asset Management LLP","AIXTRON SE","DE000A0WMPJ6","1,32","2015-07-28"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,46","2015-07-28"
"BlueCrest Capital Management Limited","NORMA Group SE","DE000A1H8BV3","0,51","2015-07-28"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,96","2015-07-28"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","1,33","2015-07-27"
"Numeric Investors LLC","QSC AG","DE0005137004","0,87","2015-07-27"
"Oxford Asset Management","QSC AG","DE0005137004","0,60","2015-07-27"
"Marshall Wace LLP","Dürr Aktiengesellschaft","DE0005565204","0,52","2015-07-27"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,34","2015-07-27"
"TT International","Bilfinger SE","DE0005909006","0,92","2015-07-27"
"BlackRock Investment Management (UK) Limited","Kontron AG","DE0006053952","0,90","2015-07-27"
"Otus Capital Management Limited","KUKA Aktiengesellschaft","DE0006204407","0,55","2015-07-27"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","0,68","2015-07-27"
"Tyrian Investments, LP","Clearstream Banking Aktiengesellschaft","DE0007251803","0,09","2015-07-27"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","0,85","2015-07-27"
"Canada Pension Plan Investment Board","Wirecard AG","DE0007472060","2,03","2015-07-27"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,83","2015-07-27"
"Hutchin Hill Capital, LP","AIXTRON SE","DE000A0WMPJ6","0,80","2015-07-27"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,78","2015-07-27"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,65","2015-07-27"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,90","2015-07-27"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","1,54","2015-07-24"
"BlueCrest Capital Management Limited","QSC AG","DE0005137004","1,30","2015-07-24"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,48","2015-07-24"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,40","2015-07-24"
"PDT Partners, LLC","Bilfinger SE","DE0005909006","0,68","2015-07-24"
"JPMorgan Asset Management (UK) Ltd","Kontron AG","DE0006053952","0,59","2015-07-24"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","3,28","2015-07-24"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,81","2015-07-24"
"WorldQuant, LLC","Rheinmetall Aktiengesellschaft","DE0007030009","0,54","2015-07-24"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,37","2015-07-24"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,65","2015-07-24"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,70","2015-07-24"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,37","2015-07-24"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,59","2015-07-24"
"Millennium International Management LP","Klöckner & Co SE","DE000KC01000","0,74","2015-07-24"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,51","2015-07-24"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","1,68","2015-07-23"
"BlueCrest Capital Management Limited","QSC AG","DE0005137004","1,28","2015-07-23"
"Numeric Investors LLC","QSC AG","DE0005137004","0,97","2015-07-23"
"BlackRock Institutional Trust Company, National Association","Bilfinger SE","DE0005909006","0,91","2015-07-23"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,39","2015-07-23"
"BlackRock Investment Management (UK) Limited","Kontron AG","DE0006053952","0,62","2015-07-23"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,88","2015-07-23"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,59","2015-07-23"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,83","2015-07-23"
"AQR Capital Management, LLC","ThyssenKrupp AG","DE0007500001","0,50","2015-07-23"
"GAM Investment Management Lugano SA","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,32","2015-07-23"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,89","2015-07-23"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,19","2015-07-23"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","1,30","2015-07-23"
"Hutchin Hill Capital, LP","AIXTRON SE","DE000A0WMPJ6","0,63","2015-07-23"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,64","2015-07-23"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,24","2015-07-23"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,80","2015-07-23"
"BLACKSTONE SENFINA ADVISORS L.L.C.","K+S Aktiengesellschaft","DE000KSAG888","0,93","2015-07-23"
"Adage Capital Management L.P.","LANXESS Aktiengesellschaft","DE0005470405","0,71","2015-07-22"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","0,74","2015-07-22"
"UBS Global Asset Management (UK) Ltd","Salzgitter Aktiengesellschaft","DE0006202005","2,76","2015-07-22"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,91","2015-07-22"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","0,91","2015-07-22"
"WorldQuant, LLC","ElringKlinger AG","DE0007856023","1,10","2015-07-22"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,70","2015-07-22"
"Hutchin Hill Capital, LP","AIXTRON SE","DE000A0WMPJ6","0,56","2015-07-22"
"Hutchin Hill Capital, LP","Klöckner & Co SE","DE000KC01000","0,78","2015-07-22"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,74","2015-07-22"
"Millennium International Management LP","Klöckner & Co SE","DE000KC01000","0,81","2015-07-22"
"JPMorgan Asset Management (UK) Ltd","Gerry Weber International Aktiengesellschaft","DE0003304101","1,63","2015-07-21"
"Numeric Investors LLC","QSC AG","DE0005137004","1,08","2015-07-21"
"PDT Partners, LLC","Bilfinger SE","DE0005909006","0,71","2015-07-21"
"JPMorgan Asset Management (UK) Ltd","HAMBORNER REIT AG","DE0006013006","0,67","2015-07-21"
"Adage Capital Management L.P.","Salzgitter Aktiengesellschaft","DE0006202005","0,79","2015-07-21"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","1,14","2015-07-21"
"WorldQuant, LLC","KUKA Aktiengesellschaft","DE0006204407","0,68","2015-07-21"
"BlackRock Investment Management (UK) Limited","Schaltbau Holding AG","DE0007170300","1,01","2015-07-21"
"GAM Investment Management (Switzerland) AG","STADA Arzneimittel Aktiengesellschaft","DE0007251803","0,76","2015-07-21"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","0,89","2015-07-21"
"CQS (UK) LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,33","2015-07-21"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,69","2015-07-21"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,83","2015-07-21"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,48","2015-07-21"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,28","2015-07-21"
"Hutchin Hill Capital, LP","Manz AG","DE000A0JQ5U3","0,76","2015-07-21"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","3,08","2015-07-21"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,50","2015-07-21"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,87","2015-07-21"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,10","2015-07-21"
"Numeric Investors LLC","QSC AG","DE0005137004","1,15","2015-07-20"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","0,92","2015-07-20"
"BlackRock Investment Management (UK) Limited","GFT Technologies Aktiengesellschaft","DE0005800601","0,68","2015-07-20"
"Odey Asset Management LLP","Infineon Technologies AG","DE0006231004","0,75","2015-07-20"
"Lazard Asset Management LLC","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,46","2015-07-20"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,77","2015-07-20"
"AQR Capital Management, LLC","ThyssenKrupp AG","DE0007500001","0,49","2015-07-20"
"Clearance Capital LLP","TAG Immobilien AG","DE0008303504","0,89","2015-07-20"
"Lansdowne Partners (UK) LLP","Allianz SE","DE0008404005","0,70","2015-07-20"
"BlueCrest Capital Management Limited","Manz AG","DE000A0JQ5U3","0,55","2015-07-20"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,90","2015-07-20"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,90","2015-07-20"
"Hutchin Hill Capital, LP","Klöckner & Co SE","DE000KC01000","0,80","2015-07-20"
"BlueCrest Capital Management Limited","Gerry Weber International Aktiengesellschaft","DE0003304101","0,70","2015-07-17"
"Numeric Investors LLC","QSC AG","DE0005137004","1,21","2015-07-17"
"JPMorgan Asset Management (UK) Ltd","HAMBORNER REIT AG","DE0006013006","0,50","2015-07-17"
"Adage Capital Management L.P.","Salzgitter Aktiengesellschaft","DE0006202005","0,67","2015-07-17"
"UBS Global Asset Management (UK) Ltd","Salzgitter Aktiengesellschaft","DE0006202005","2,52","2015-07-17"
"WorldQuant, LLC","KUKA Aktiengesellschaft","DE0006204407","0,71","2015-07-17"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,81","2015-07-17"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,77","2015-07-17"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,71","2015-07-17"
"JPMorgan Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,02","2015-07-17"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,37","2015-07-17"
"Algert Global LLC","AIXTRON SE","DE000A0WMPJ6","0,50","2015-07-17"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","3,17","2015-07-17"
"Adage Capital Management L.P.","Klöckner & Co SE","DE000KC01000","0,70","2015-07-17"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,69","2015-07-17"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,61","2015-07-17"
"Millennium International Management LP","Klöckner & Co SE","DE000KC01000","0,73","2015-07-17"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","0,47","2015-07-17"
"Numeric Investors LLC","QSC AG","DE0005137004","1,18","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","Drägerwerk AG & Co. KGaA","DE0005550602","0,67","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","Drägerwerk AG & Co. KGaA","DE0005550636","0,67","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","Bilfinger SE","DE0005909006","1,69","2015-07-16"
"PDT Partners, LLC","Bilfinger SE","DE0005909006","0,62","2015-07-16"
"UBS Global Asset Management (UK) Ltd","Salzgitter Aktiengesellschaft","DE0006202005","2,46","2015-07-16"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","0,70","2015-07-16"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,60","2015-07-16"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,88","2015-07-16"
"Oxford Asset Management","Wirecard AG","DE0007472060","0,52","2015-07-16"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,52","2015-07-16"
"WorldQuant, LLC","ElringKlinger AG","DE0007856023","1,02","2015-07-16"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,72","2015-07-16"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,81","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","RIB Software AG","DE000A0Z2XN6","0,86","2015-07-16"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,81","2015-07-16"
"HBK Investments L.P.","Rice Energy Inc.","US7627601062","0,51","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","CANCOM SE","DE0005419105","1,85","2015-07-15"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","1,03","2015-07-15"
"Odey Asset Management LLP","Infineon Technologies AG","DE0006231004","0,65","2015-07-15"
"BlackRock Investment Management (UK) Limited","Pfeiffer Vacuum GmbH","DE0006916604","0,48","2015-07-15"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,59","2015-07-15"
